Sentence
"in Perak, JB and Bataam"
ni Beli banyak
Fast Delivery Barang dalam keadaan baik
"Sangat kecewa, dibatalkan oleh driver tapi di aplikasi masih aktif"
Jing Lee
Good product qualityyyy good value for moneyyyy excellent deliveryyyyyy
cantikkk gilerrr ringan je kasut size pon okey
Unresolve pa ang isyu
seller wrapped elok
Kena basuh dulu ya
nk beli lgi nnti
"Super convenient, saves time and avoids crowded places"
The third or forth time I bought from this store
"Jika sesuai dgn isteri ,insyaallah akn beli"
Lain plastik
Good product quality received with perfect item and the packaging very secure
Kain tebal bila pakai memang panas la
4ply toilet rolls made in china Aladdin
Seluar semua cukup
Oyen kata barang boik
Tidak mudah pecah
mmg sng nk sedut hingus bby
BYE FOOD PANDA!
Thank you very much for delivery goods
Seorang doktor veterinar memaklumkan Parida bahawa ayam-ayamnya mati akibat serangan jantung dan dia kemudiannya membuat laporan polis selepas penganjur majlis enggan membayar pampasan
cempedak
Tq tq tqt tq tq
"BELI, MEMANG BARANG PUAS HATI"
Material mmg ori
"Tingkatkan lagi, semoga semakin diperbaiki lagi ya"
"Pesanan barang diterima dengan cepat dan pantas, produk berkualiti"
anak pun dah test
Puas ati ngn kasut2 yg dibeli
Seluar cantik & kain best
Thank you ade free gift
bkn full hd
and thank u sir
Terbaik lah kain pun best
:- specs sab k: same hone cahiYe
Seller pn ramah sgt
The best dah buat grab
Kasut diterima dalam keadaan sgt baik
Quality pin okay
sorry no video bcoz order utk sedara
definitely does the job
So can enjoy to use it
Thank you seller Barang sampai dengan cepat dan semua oky cuma tali die dalam gambar warna hitam tapi sampai warna kelabu tapi takpe lah warna tali je
"Good price, good value"
ade free shipping lagi
Ada 3 pek
atau nk pindah brg
jahitan pon ok
The item is shaking
Bungkusan pon kemas jeee
Sesuai utk freegift
Harap eloklah
"Haven't tried, I hope they taste good thanks seller and sender!"
Tidak terlalu tebal atau terlalu nipis
basket bawah and basket pemegang add on ya
always repeat this colour
"Terima kasih sellerr, kainnn sangat selesa and sejuk bila pakai, jahitan pun kemas jaa, tqsm🤩🤩🤩"
